Lat,Lng,What Dinosaurs Eat,Accepted Name,Country,Cc,Diet,Early Interval,Formation,Geological Interval,Geological Time Period,Ref Author,Ref Pubyr,State,Max Ma,Min Ma
44.978199,-108.322403,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
44.978199,-108.322403,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
44.978199,-108.322403,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
44.978199,-108.322403,PLANT,Sauroposeidon proteles,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,D'Emic and Foreman,2012,Wyoming,113,100.5
44.978199,-108.322403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
44.978199,-108.322403,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
44.978199,-108.322403,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
44.978199,-108.342796,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
45.453602,-108.100197,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.438999,-108.162003,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.438999,-108.141403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.380501,-108.2649,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.380501,-108.2649,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.380501,-108.2855,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.380501,-108.2855,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.380501,-108.2855,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.409698,-108.038498,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.409698,-108.038498,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.409698,-108.038498,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.409698,-108.038498,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
44.978199,-108.322403,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Wyoming,113,100.5
45.351299,-108.100197,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.351299,-108.100197,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.351299,-108.100197,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.283699,-108.811302,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.283699,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.283699,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
46.2714,-109.894699,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.141403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.141403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.141403,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.141403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.141403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.162003,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.453602,-108.100197,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
46.337502,-109.706398,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.438999,-108.162003,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.438999,-108.141403,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.438999,-108.141403,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.2262,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.2262,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.2262,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.2262,-108.811302,FLESH,Deinonychus antirrhopus,United States,US,carnivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.2262,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
45.2262,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
45.468201,-108.120796,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
46.323002,-109.706398,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
46.323002,-109.706398,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
46.323002,-109.706398,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Aptian,Cloverly,Aptian,Cretaceous,Ostrom,1970,Montana,125,100.5
41.5,106.98333,PLANT,Psittacosaurus mongoliensis,China,CN,herbivore,Aptian,,Aptian,Cretaceous,Young,1932,Nei Mongol,125,113
41.500557,106.98278,PLANT,Protoceratops andrewsi,China,CN,herbivore,Campanian,Minhe,Campanian,Cretaceous,Bohlin,1953,Nei Mongol,83.6,66
48.966702,-110.550003,PLANT,Stegoceras validum,United States,US,herbivore,Middle Campanian,Judith River,Campanian,Cretaceous,Goodwin,1990,Montana,83.5,70.6
48.966702,-110.933296,PLANT,Stegoceras validum,United States,US,herbivore,Middle Campanian,Judith River,Campanian,Cretaceous,Goodwin,1990,Montana,83.5,70.6
48.9333,-110.583298,PLANT,Stegoceras validum,United States,US,herbivore,Middle Campanian,Judith River,Campanian,Cretaceous,Goodwin,1990,Montana,83.5,70.6
48.950001,-110.616699,PLANT,Stegoceras validum,United States,US,herbivore,Middle Campanian,Judith River,Campanian,Cretaceous,Goodwin,1990,Montana,83.5,70.6
46.099998,-109.099998,FLESH,Saurornitholestes langstoni,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.099998,-109.099998,PLANT and ANIMAL,Troodon formosus,United States,US,"carnivore, omnivore",Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.400002,-109.66333,PLANT and ANIMAL,Troodon formosus,United States,US,"carnivore, omnivore",Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
43.139351,-104.707176,PLANT,Triceratops horridus,United States,US,herbivore,Maastrichtian,Lance,Maastrichtian,Cretaceous,Lull,1915,Wyoming,72.1,66
28.6,118.516701,PLANT,Jiangshanosaurus lixianensis,China,CN,herbivore,Albian,Jinhua,Albian,Cretaceous,Tang et al.,2001,Zhejiang,113,100.5
41.340557,-72.765831,FLESH,Grallator formosus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes (Brontozoum) approximatus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus exsertus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes giganteus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus exsertus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes sillimani,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Grallator (Anchisauripus) hitchcocki,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus exsertus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Gigandipus caudatus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes (Brontozoum) approximatus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus exsertus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes cursorius,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus tuberosus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes cursorius,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus tuberosus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes giganteus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Anchisauripus tuberosus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
41.340557,-72.765831,FLESH,Eubrontes (Brontozoum) approximatus,United States,US,carnivore,Early Jurassic,,Jurassic,Jurassic,Thorpe,1929,Connecticut,201.3,174.1
51.533054,-112.883057,PLANT,Edmontosaurus regalis,Canada,CA,herbivore,Late Campanian,Horseshoe Canyon,Campanian,Cretaceous,Lambe,1917,Alberta,83.5,70.6
31.851667,-98.616669,FLESH,Eubrontes glenrosensis,United States,US,carnivore,Aptian,Glen Rose,Aptian,Cretaceous,Vance,2002,Texas,125,100.5
35.952778,-108,PLANT,Parasaurolophus cyrtocristatus,United States,US,herbivore,Late Campanian,Kirtland,Campanian,Cretaceous,Ostrom,1961,New Mexico,83.5,70.6
46.099998,-109.099998,FLESH,Saurornitholestes langstoni,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.099998,-109.099998,PLANT and ANIMAL,Troodon formosus,United States,US,"carnivore, omnivore",Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.099998,-109.099998,FLESH,Richardoestesia gilmorei,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.099998,-109.099998,FLESH,Dromaeosaurus albertensis,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.099998,-109.099998,FLESH,Saurornitholestes langstoni,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.099998,-109.099998,FLESH,Richardoestesia gilmorei,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
46.435555,-109.833611,FLESH,Dromaeosaurus albertensis,United States,US,carnivore,Middle Campanian,Judith River,Campanian,Cretaceous,Fiorillo and Currie,1994,Montana,83.5,70.6
32.747501,-97.784447,FLESH,Acrocanthosaurus atokensis,United States,US,carnivore,Late Aptian,Twin Mountains,Aptian,Cretaceous,Harris,1998,Texas,122.46,112.03
50.752739,-111.506355,PLANT,Lambeosaurus clavinitialis,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Lull and Wright,1942,Alberta,83.5,70.6
50.733292,-111.511574,PLANT,Lambeosaurus clavinitialis,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Lull and Wright,1942,Alberta,83.5,70.6
50.741596,-111.559807,PLANT,Lambeosaurus magnicristatus,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Sternberg,1935,Alberta,83.5,70.6
69.146942,-153.247498,FLESH,Dromaeosaurus albertensis,United States,US,carnivore,Middle Albian,Nanushuk,Albian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,109,93.5
69.832222,-151.51944,FLESH,Dromaeosaurus albertensis,United States,US,carnivore,Late Maastrichtian,Prince Creek,Maastrichtian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,70.6,66
69.832222,-151.51944,FLESH,Nanuqsaurus hoglundi,United States,US,carnivore,Late Maastrichtian,Prince Creek,Maastrichtian,Cretaceous,Fiorillo and Tykoski,2014,Alaska,70.6,66
70.071365,-151.578232,FLESH,Dromaeosaurus albertensis,United States,US,carnivore,Early Maastrichtian,Prince Creek,Maastrichtian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,70.6,66
70.071365,-151.578232,PLANT and ANIMAL,Troodon formosus,United States,US,"carnivore, omnivore",Early Maastrichtian,Prince Creek,Maastrichtian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,70.6,66
69.599998,-151.800003,FLESH,Saurornitholestes langstoni,United States,US,carnivore,Late Campanian,Prince Creek,Campanian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,83.5,66
69.599998,-151.800003,PLANT and ANIMAL,Troodon formosus,United States,US,"carnivore, omnivore",Late Campanian,Prince Creek,Campanian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,83.5,66
70.090096,-151.536957,FLESH,Dromaeosaurus albertensis,United States,US,carnivore,Late Campanian,Prince Creek,Campanian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,83.5,66
70.090096,-151.536957,PLANT and ANIMAL,Troodon formosus,United States,US,"carnivore, omnivore",Late Campanian,Prince Creek,Campanian,Cretaceous,Fiorillo and Gangloff,2001,Alaska,83.5,66
35.75,-111.083298,PLANT,Scutellosaurus lawleri,United States,US,herbivore,Sinemurian,Kayenta,Sinemurian,Jurassic,Clark and Fastovsky,1986,Arizona,199.3,182.7
36.099998,-111.316704,FLESH,Dilophosauripus williamsi,United States,US,carnivore,Early Hettangian,Kayenta,Hettangian,Jurassic,Welles,1971,Arizona,201.3,196.5
35.733299,-111.066704,FLESH,Kayentavenator elysiae,United States,US,carnivore,Sinemurian,Kayenta,Sinemurian,Jurassic,Gay,2010,Arizona,199.3,182.7
24.173901,102.401901,PLANT,Eshanosaurus deguchiianus,China,CN,herbivore,Hettangian,Lufeng,Hettangian,Jurassic,Xu et al.,2001,Yunnan,201.3,199.3
28.351944,104.781944,PLANT,Mamenchisaurus fuxiensis,China,CN,herbivore,Oxfordian,Shangshaximiao,Oxfordian,Jurassic,Hou et al.,1976,Sichuan,163.5,157.3
38.8293,-109.470901,PLANT,Venenosaurus dicrocei,United States,US,herbivore,Barremian,Cedar Mountain,Barremian,Cretaceous,Tidwell et al.,2001,Utah,129.4,125
38.8293,-109.470901,PLANT,Planicoxa venenica,United States,US,herbivore,Barremian,Cedar Mountain,Barremian,Cretaceous,DiCroce and Carpenter,2001,Utah,129.4,125
51.790298,-113.005402,PLANT,Montanoceratops cerorhynchus,Canada,CA,herbivore,Early Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Makovicky,2001,Alberta,70.6,66
35.580383,-106.943939,PLANT,Diplodocus hallorum,United States,US,herbivore,Kimmeridgian,Morrison,Kimmeridgian,Jurassic,Gillette,1991,New Mexico,157.3,145
35.066666,-108.849998,PLANT,Nothronychus mckinleyi,United States,US,herbivore,Middle Turonian,Moreno Hill,Turonian,Cretaceous,Kirkland and Wolfe,2001,New Mexico,93.5,89.3
35.066666,-108.849998,PLANT,Zuniceratops christopheri,United States,US,herbivore,Middle Turonian,Moreno Hill,Turonian,Cretaceous,Wolfe and Kirkland,1998,New Mexico,93.5,89.3
32.418877,-87.18486,PLANT,Lophorhothon atopus,United States,US,herbivore,Early Campanian,Mooreville Chalk,Campanian,Cretaceous,Langston,1960,Alabama,83.5,70.6
36.213001,-108.084198,PLANT,Titanoceratops ouranos,United States,US,herbivore,Late Campanian,Fruitland/Kirtland,Campanian,Cretaceous,Longrich,2011,New Mexico,83.5,70.6
37.6777,-111.777496,PLANT,Parasaurolophus cyrtocristatus,United States,US,herbivore,Late Campanian,Kaiparowits,Campanian,Cretaceous,Williamson and Sullivan,1997,Utah,83.5,70.6
49.916836,-112.991043,PLANT,Pachyrhinosaurus canadensis,Canada,CA,herbivore,Late Campanian,St. Mary River,Campanian,Cretaceous,Sternberg,1950,Alberta,83.5,66
49.9175,-112.989502,PLANT,Pachyrhinosaurus canadensis,Canada,CA,herbivore,Late Campanian,St. Mary River,Campanian,Cretaceous,Langston,1975,Alberta,83.5,66
45.438999,-108.141403,PLANT,Sauropelta edwardsorum,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Ostrom,1970,Montana,113,100.5
35.6884,-103.827499,PLANT,Caririchnium leonardii,United States,US,herbivore,Albian,Mesa Rica Sandstone,Albian,Cretaceous,Hunt and Lucas,1998,New Mexico,113,100.5
29.396389,-103.203888,PLANT,Alamosaurus sanjuanensis,United States,US,herbivore,Late Maastrichtian,Black Peaks,Maastrichtian,Cretaceous,Lehman and Coulson,2002,Texas,70.6,66
29.396389,-103.203888,PLANT,Alamosaurus sanjuanensis,United States,US,herbivore,Maastrichtian,Javelina,Maastrichtian,Cretaceous,Lehman and Coulson,2002,Texas,72.1,66
29.396389,-103.203888,PLANT,Alamosaurus sanjuanensis,United States,US,herbivore,Maastrichtian,Javelina,Maastrichtian,Cretaceous,Lehman and Coulson,2002,Texas,72.1,66
43.151543,-104.622322,PLANT,Pachycephalosaurus wyomingensis,United States,US,herbivore,Maastrichtian,Lance,Maastrichtian,Cretaceous,Gilmore,1931,Wyoming,72.1,66
41.907799,-104.1978,PLANT,Triceratops horridus,United States,US,herbivore,Late Maastrichtian,Lance,Maastrichtian,Cretaceous,Schlaikjer,1935,Wyoming,70.6,66
29.59639,-99.115829,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Farlow et al.,1989,Texas,113,100.5
29.59639,-99.115829,FLESH,Eubrontes glenrosensis,United States,US,carnivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
29.625,-99.263336,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
46.133331,86.316666,PLANT,Psittacosaurus xinjiangensis,China,CN,herbivore,Early Cretaceous,,Cretaceous,Cretaceous,Sereno and Chao,1988,Xinjiang,145,100.5
34.065834,-93.845276,PLANT,Brontopodus birdi,United States,US,herbivore,Early Albian,De Queen,Albian,Cretaceous,Farlow et al.,1989,Arkansas,112.03,109
49.91576,-112.99836,PLANT,Pachyrhinosaurus canadensis,Canada,CA,herbivore,Late Campanian,St. Mary River,Campanian,Cretaceous,Langston,1975,Alberta,83.5,66
29.720833,-99.000557,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
30,-99.109444,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
38.539501,-105.224701,PLANT,Brontosaurus yahnahpin,United States,US,herbivore,Kimmeridgian,Morrison,Kimmeridgian,Jurassic,Bakker,1998,Colorado,157.3,145
30.101944,-98.500275,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
30.301666,-98.299721,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
30.645279,-97.671387,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Glen Rose,Albian,Cretaceous,Vance,2002,Texas,113,100.5
38.826199,-109.567902,FLESH,Nedcolbertia justinhoffmanni,United States,US,carnivore,Barremian,Cedar Mountain,Barremian,Cretaceous,Kirkland et al.,1998,Utah,129.4,125
32.933334,-97.333336,PLANT,Texasetes pleurohalio,United States,US,herbivore,Late Albian,Paw Paw,Albian,Cretaceous,Coombs,1995,Texas,105.3,99.6
39,-111,PLANT,Eolambia caroljonesa,United States,US,herbivore,Late Albian,Cedar Mountain,Albian,Cretaceous,Kirkland,1998,Utah,105.3,93.5
35.066666,-108.849998,PLANT,Zuniceratops christopheri,United States,US,herbivore,Middle Turonian,Moreno Hill,Turonian,Cretaceous,Wolfe and Kirkland,1998,New Mexico,93.5,89.3
35.066666,-108.849998,PLANT,Zuniceratops christopheri,United States,US,herbivore,Middle Turonian,Moreno Hill,Turonian,Cretaceous,Wolfe and Kirkland,1998,New Mexico,93.5,89.3
35.066666,-108.849998,PLANT,Jeyawati rugoculus,United States,US,herbivore,Middle Turonian,Moreno Hill,Turonian,Cretaceous,McDonald et al.,2010,New Mexico,93.5,89.3
54.033333,-119.283333,FLESH,Irenichnites gracilis,Canada,CA,carnivore,Middle Albian,Gates,Albian,Cretaceous,McCrea,2000,Alberta,109,105.3
54.033333,-119.283333,FLESH,Irenesauripus mclearni,Canada,CA,carnivore,Middle Albian,Gates,Albian,Cretaceous,McCrea,2000,Alberta,109,105.3
54.033333,-119.283333,PLANT,Tetrapodosaurus borealis,Canada,CA,herbivore,Middle Albian,Gates,Albian,Cretaceous,McCrea,2000,Alberta,109,105.3
48.970821,-112.642014,PLANT,Achelousaurus horneri,United States,US,herbivore,Late Campanian,Two Medicine,Campanian,Cretaceous,Sampson,1994,Montana,83.5,70.6
45.341301,-108.811302,PLANT,Tenontosaurus tilletti,United States,US,herbivore,Albian,Cloverly,Albian,Cretaceous,Maxwell and Ostrom,1995,Montana,113,100.5
31.9375,-98.756111,PLANT,Brontopodus birdi,United States,US,herbivore,Albian,Twin Mountains,Albian,Cretaceous,Vance,2002,Texas,113,100.5
41.25,120.033302,PLANT,Psittacosaurus meileyingensis,China,CN,herbivore,Aptian,Jiufotang,Aptian,Cretaceous,Sereno et al.,1988,Liaoning,125,113
41.25,120.033302,PLANT,Psittacosaurus meileyingensis,China,CN,herbivore,Aptian,Jiufotang,Aptian,Cretaceous,Sereno et al.,1988,Liaoning,125,113
41.25,120.033302,PLANT,Psittacosaurus meileyingensis,China,CN,herbivore,Aptian,Jiufotang,Aptian,Cretaceous,Sereno et al.,1988,Liaoning,125,113
41.25,120.033302,PLANT,Psittacosaurus mongoliensis,China,CN,herbivore,Aptian,Jiufotang,Aptian,Cretaceous,Sereno et al.,1988,Liaoning,125,113
29.174419,-103.201477,PLANT,Agujaceratops mariscalensis,United States,US,herbivore,Judithian,Aguja,Judithian,Cretaceous,Lehman,1989,Texas,83.5,70.6
29.251589,-103.550743,PLANT,Agujaceratops mariscalensis,United States,US,herbivore,Judithian,Aguja,Judithian,Cretaceous,Lehman,1989,Texas,83.5,70.6
29.225201,-103.637131,PLANT,Agujaceratops mariscalensis,United States,US,herbivore,Judithian,Aguja,Judithian,Cretaceous,Lehman,1989,Texas,83.5,70.6
51.688202,-112.911301,PLANT and ANIMAL,Ornithomimus edmontonicus,Canada,CA,"herbivore, omnivore",Early Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Russell,1972,Alberta,70.6,66
51.557201,-112.865601,PLANT and ANIMAL,Ornithomimus edmontonicus,Canada,CA,"herbivore, omnivore",Early Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Parks,1933,Alberta,70.6,66
51.935501,-112.958298,PLANT and ANIMAL,Ornithomimus edmontonicus,Canada,CA,"herbivore, omnivore",Early Maastrichtian,Horseshoe Canyon,Maastrichtian,Cretaceous,Russell,1972,Alberta,70.6,66
50.7715,-111.488899,PLANT and ANIMAL,Struthiomimus altus,Canada,CA,"herbivore, omnivore",Campanian,Oldman,Campanian,Cretaceous,Russell,1972,Alberta,83.6,72.1
50.8064,-111.626389,PLANT and ANIMAL,Struthiomimus altus,Canada,CA,"herbivore, omnivore",Middle Campanian,Oldman,Campanian,Cretaceous,Russell,1972,Alberta,83.5,70.6
50.823826,-111.604233,PLANT,Corythosaurus casuarius,Canada,CA,herbivore,Late Campanian,Dinosaur Park,Campanian,Cretaceous,Brown,1914,Alberta,83.5,70.6
50.599998,-111.620003,PLANT and ANIMAL,Struthiomimus altus,Canada,CA,"herbivore, omnivore",Campanian,Oldman,Campanian,Cretaceous,Russell,1972,Alberta,83.6,72.1
